id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
FGFR3	FGFR3	2.02226E+00	0	Receptor tyrosine kinase;Tyrosine kinase	BrainSpLMD|2261;Eurexp|euxassay_006120|embryo;BrainSpMouseDev|13961	OMIM|134934;COSMIC||bladder, MM, T-cell lymphoma, Hypochondroplasia, Thanatophoric dysplasia;HPO|2261|2-3 finger syndactyly, Abnormal form of the vertebral bodies, Abnormality of femur morphology, Abnormality of lower limb joint, Abnormality of metabolism/homeostasis, Abnormality of pelvic girdle bone morphology, Abnormality of the antihelix, Abnormality of the cervical spine, Abnormality of the clavicle, Abnormality of the elbow, Abnormality of the metacarpal bones, Abnormality of the metaphysis, Abnormality of the ribs, Absence of Stensen duct, Absent lacrimal punctum, Absent proximal phalanx of thumb, Absent radius, Acanthosis nigricans, Alacrima, Anteverted nares, Aplasia of the parotid gland, Aplasia/Hypoplasia of the cerebellum, Aplasia/Hypoplasia of the lungs, Aplasia/Hypoplasia of the mandible, Aplasia/hypoplasia of the extremities, Arachnodactyly, Arnold-Chiari malformation, Autosomal dominant inheritance, Autosomal recessive inheritance, Bilateral single transverse palmar creases, Bilateral triphalangeal thumbs, Blepharospasm, Bowing of the long bones, Brachycephaly, Brachydactyly, Brain atrophy, Brain stem compression, Broad femoral metaphyses, Broad forehead, Broad hallux, Camptodactyly of finger, Camptodactyly of toe, Capitate-hamate fusion, Carious teeth, Carpal synostosis, Central apnea, Childhood onset short-limb short stature, Choanal atresia, Chronic otitis media, Clinodactyly, Clinodactyly of the 5th finger, Cloverleaf skull, Cognitive impairment, Conductive hearing impairment, Cone-shaped epiphyses of the phalanges of the hand, Cone-shaped epiphysis, Conical incisor, Convex nasal ridge, Corneal perforation, Coronal craniosynostosis, Coronal hypospadias, Craniosynostosis, Cryptorchidism, Cupped ear, Dacryocystitis, Decreased fetal movement, Delayed cranial suture closure, Delayed eruption of primary teeth, Dental crowding, Dental malocclusion, Depressed nasal bridge, Diaphyseal thickening, Downslanted palpebral fissures, Enlarged cerebellum, Excessive wrinkled skin, External ear malformation, Facial asymmetry, Femoral bowing, Fibular bowing, Finger syndactyly, Flared metaphysis, Flat face, Frontal bossing, Generalized joint laxity, Generalized seizures, Genu varum, Global developmental delay, Gonadal dysgenesis, Hearing impairment, Hereditary nonpolyposis colorectal carcinoma, Heterotopia, High forehead, High palate, High, narrow palate, Hydrocephalus, Hyperextensible skin, Hyperhidrosis, Hyperlordosis, Hypertelorism, Hypodontia, Hypoplasia of dental enamel, Hypoplasia of the corpus callosum, Hypoplasia of the lacrimal puncta, Hypoplasia of the maxilla, Hypoplasia of the radius, Hypoplasia of the ulna, Hypoplastic ilia, Hypoplastic lacrimal duct, Increased intracranial pressure, Increased nuchal translucency, Increased vertebral height, Infantile muscular hypotonia, Inflammatory abnormality of the eye, Intellectual disability, Intellectual disability, profound, Intellectual disability, severe, Intrauterine growth retardation, Joint contracture of the hand, Joint hyperflexibility, Kyphosis, Lacrimal gland aplasia, Lacrimal gland hypoplasia, Lethal short-limbed short stature, Limited elbow extension, Limited hip extension, Long thorax, Low anterior hairline, Lumbar hyperlordosis, Lumbar kyphosis in infancy, Macrocephaly, Malar flattening, Megalencephaly, Melanocytic nevus, Mesomelia, Metaphyseal chondrodysplasia, Metaphyseal irregularity, Microcephaly, Micromelia, Microtia, Midface retrusion, Mixed hearing impairment, Motor delay, Muscular hypotonia, Narrow chest, Narrow internal auditory canal, Narrow palate, Narrow sacroiliac notch, Nasolacrimal duct obstruction, Neonatal death, Neonatal short-limb short stature, Neoplasm, Neoplasm of the stomach, Nephrosclerosis, Numerous nevi, Obesity, Obstructive sleep apnea, Open bite, Osteochondroma, Otitis media, Partial duplication of thumb phalanx, Pectus excavatum, Periorbital fullness, Plagiocephaly, Platyspondyly, Polyhydramnios, Preaxial polydactyly, Prominent crus of helix, Prominent nasal bridge, Proptosis, Ptosis, Radial deviation of finger, Radial deviation of the 3rd finger, Recurrent corneal erosions, Recurrent otitis media, Redundant skin, Renal agenesis, Renal cell carcinoma, Respiratory insufficiency, Rhizomelia, Scoliosis, Seizures, Sensorineural hearing impairment, Severe global developmental delay, Severe platyspondyly, Severe short stature, Short femoral neck, Short femur, Short foot, Short long bone, Short middle phalanx of finger, Short middle phalanx of toe, Short palm, Short ribs, Short sacroiliac notch, Short stature, Short thorax, Short toe, Skeletal dysplasia, Sleep apnea, Small abnormally formed scapulae, Small face, Small foramen magnum, Small thenar eminence, Somatic mutation, Spinal stenosis with reduced interpedicular distance, Split hand, Sporadic, Strabismus, Tall stature, Tarsal synostosis, Telecanthus, Teratoma, Thimble-shaped middle phalanges of hand, Tibial bowing, Transitional cell carcinoma of the bladder, Trident hand, Turricephaly, Underdeveloped supraorbital ridges, Upper airway obstruction, Uterine leiomyosarcoma, Ventriculomegaly, Visual field defect, Wide anterior fontanel, Wide-cupped costochondral junctions, Wormian bones, Xerostomia
FZD8	FZD8	2.01804E+00	0	G protein coupled receptor	BrainSpLMD|8325;BrainSpMouseDev|14146	OMIM|606146
CENPQ	CENPQ	1.96597E+00	0	Unclassified	BrainSpLMD|55166	OMIM|611506
GPX3	GPX3	1.94431E+00	0	Enzyme: Peroxidase	BrainSpLMD|2878;Eurexp|euxassay_003296|foregut-midgut junction, hindgut, incisor, left atrium, midgut, right atrium, stomach;BrainSpMouseDev|14554	OMIM|138321
MEGF10	MEGF10	1.93897E+00	0	Structural protein	BrainSpLMD|84466	SFARI||Autism, 4 - Minimal evidence;OMIM|612453;HPO|84466|Areflexia, Autosomal recessive inheritance, Camptodactyly of finger, Cleft palate, Congenital onset, Decreased fetal movement, Diaphragmatic paralysis, Difficulty running, Dysphagia, Facial palsy, Failure to thrive, High palate, Hyporeflexia, Motor delay, Nasal speech, Neonatal hypotonia, Pectus excavatum, Poor head control, Respiratory distress, Respiratory failure, Restrictive ventilatory defect, Scoliosis, Talipes equinovarus, Variable expressivity
MOXD1	MOXD1	1.93731E+00	0	Enzyme: Oxygenase	BrainSpLMD|26002	OMIM|609000
SLC1A3	SLC1A3	1.93128E+00	0	Transport/cargo protein	BrainSpLMD|6507;Eurexp|euxassay_001899|mantle layer, thymus primordium, tongue, ventral grey horn, ventricular layer;BrainSpMouseDev|20274	OMIM|600111;HPO|6507|Autosomal dominant inheritance, Cerebellar hypoplasia, Diplopia, Dysarthria, Episodic ataxia, Generalized hypotonia, Hemiparesis, Hemiplegia, Migraine, Motor delay, Nausea, Phonophobia, Photophobia, Seizures, Slurred speech, Truncal ataxia, Vertigo, Vomiting
TMEM132B	TMEM132B	1.92546E+00	0	Integral membrane protein		
CDH23	CDH23	1.90369E+00	3.33E-15	Adhesion molecule	BrainSpLMD|64072;Eurexp|euxassay_009003|mantle layer, naris, olfactory;BrainSpMouseDev|22052	OMIM|605516;HPO|64072|Abnormal electroretinogram, Abnormality of cochlea, Abnormality of hair density, Abnormality of the eye, Abnormality of the menstrual cycle, Acne, Adrenal hyperplasia, Adrenocorticotropic hormone deficiency, Adrenocorticotropin deficient adrenal insufficiency, Amenorrhea, Anxiety, Aplasia/Hypoplasia of the cerebellum, Ataxia, Autosomal recessive inheritance, Bruising susceptibility, Cataract, Decreased circulating ACTH level, Decreased female libido, Decreased fertility in females, Decreased fertility in males, Depressivity, Diabetes mellitus, Dyspareunia, Easy fatigability, Enlarged pituitary gland, Failure to thrive, Fatigue, Female hypogonadism, Galactorrhea, Generalized hirsutism, Global developmental delay, Goiter, Gynecomastia, Headache, Hearing impairment, Hemianopia, High-grade hypermetropia, Hyperhidrosis, Hypertension, Hypogonadotrophic hypogonadism, Hypokalemia, Hypotension, Immunodeficiency, Impotence, Increased thyroid-stimulating hormone level, Infertility, Intellectual disability, Iris hypopigmentation, Lipodystrophy, Male hypogonadism, Menorrhagia, Metrorrhagia, Nephrolithiasis, Nyctalopia, Osteopenia, Osteoporosis, Pallor, Palpitations, Pituitary adenoma, Pituitary hypothyroidism, Prelingual sensorineural hearing impairment, Progressive visual loss, Recurrent fractures, Rod-cone dystrophy, Round face, Schizophrenia, Scotoma, Secondary growth hormone deficiency, Sensorineural hearing impairment, Thin skin, Thyroid crisis, Tremor, Truncal obesity, Vestibular dysfunction, Vestibular hypofunction, Visual loss, Vomiting, Weight loss
HOPX	HOPX	1.89480E+00	0	Transcription regulatory protein	BrainSpLMD|84525;Eurexp|euxassay_010529|anterior, atrium, external, lateral wall, mantle layer, midgut, ventricle, ventricular layer, vibrissa;BrainSpMouseDev|50159	OMIM|607275
GLI3	GLI3	1.89476E+00	0	Transcription factor	BrainSpLMD|2737;Eurexp|euxassay_018378|axial skeleton, mesenchyme, phalanx, ventricular layer;BrainSpMouseDev|14410	OMIM|165240;HPO|2737|1-5 toe syndactyly, 3-4 finger syndactyly, Abnormal lung lobation, Abnormality of earlobe, Accelerated skeletal maturation, Anal atresia, Aplasia/Hypoplasia of the corpus callosum, Autosomal dominant inheritance, Bifid epiglottis, Broad hallux phalanx, Broad thumb, Cryptorchidism, Dandy-Walker malformation, Decreased circulating cortisol level, Decreased testicular size, Distal shortening of limbs, Distal urethral duplication, Dysplastic distal thumb phalanges with a central hole, Ectopic kidney, Esophageal atresia, Finger syndactyly, Frontal bossing, Growth hormone deficiency, High forehead, Hip dislocation, Holoprosencephaly, Hydronephrosis, Hydroureter, Hypertelorism, Hypoplasia of the epiglottis, Intellectual disability, severe, Intrauterine growth retardation, Laryngeal cleft, Macrocephaly, Mesoaxial foot polydactyly, Mesoaxial hand polydactyly, Micropenis, Nail dysplasia, Neonatal death, Panhypopituitarism, Postaxial foot polydactyly, Postaxial hand polydactyly, Preaxial foot polydactyly, Preaxial polydactyly, Precocious puberty, Preductal coarctation of the aorta, Prominent occiput, Radial head subluxation, Renal cyst, Renal dysplasia, Renal hypoplasia, Scaphocephaly, Seizures, Short nose, Short stature, Sloping forehead, Telecanthus, Thyroid dysgenesis, Toe syndactyly, Tracheoesophageal fistula, Trigonocephaly, Triphalangeal thumb, Variable expressivity, Ventricular septal defect, Wide nasal bridge
MCM5	MCM5	1.89435E+00	0	DNA binding protein	BrainSpLMD|4174	OMIM|602696
RHOJ	RHOJ	1.88999E+00	0	GTPase	BrainSpLMD|57381;Eurexp|euxassay_002084|alimentary system, cavities and their linings, gland, integumental system, limb, meninges, mesenchyme, renal/urinary system, reproductive system, respiratory system, tail, vertebral axis muscle system	OMIM|607653
COL4A6	COL4A6	1.87700E+00	0	Extracellular matrix protein	BrainSpLMD|1288;Eurexp|euxassay_009999|associated mesenchyme, basioccipital bone, clavicle, femur, fibula, humerus, lens, mandible, maxilla, meninges, nasal septum, orbito-sphenoid, otic capsule, petrous part, phalanx, renal/urinary system, rib, submandibular gland primordium, tibia, trunk mesenchyme, turbinate bones, vault of skull	OMIM|303631;HPO|1288|Cochlear malformation, Hearing impairment, X-linked recessive inheritance
NPM1P6	NPM1P6	1.86462E+00	0			
EMP2	EMP2	1.84981E+00	0	Cell cycle control protein	BrainSpLMD|2013;Eurexp|euxassay_013721|bladder, epithelium, incisor, larynx, left lung, mantle layer, marginal layer, midgut, molar, pharyngo-tympanic tube, rectum, right lung, skeletal muscle, stomach, thymus primordium, trachea, urethra, ventricular layer, vibrissa	OMIM|602334;HPO|2013|Autosomal recessive inheritance, Minimal change glomerulonephritis, Steroid-resistant nephrotic syndrome
VAT1L	VAT1L	1.84555E+00	2.67E-13	Unclassified	BrainSpLMD|57687;Eurexp|euxassay_004685|adenohypophysis, body-wall mesenchyme, cervical, cervico-thoracic, choroid plexus, dorsal root ganglion, facial VII, glossopharyngeal IX, head mesenchyme, lateral recess, mantle layer, marginal layer, mesenchyme, thoracic, trigeminal V, vagus X, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|92920	
C8orf4	C8orf4	1.83976E+00	0			
XRCC2	XRCC2	1.83254E+00	0	DNA binding protein	BrainSpLMD|7516	OMIM|600375;HPO|7516|Abnormality of chromosome stability, Absent scaphoid, Almond-shaped palpebral fissure, Aplasia/Hypoplasia of the radius, Autosomal recessive inheritance, Global developmental delay, Growth delay, Hypopigmented skin patches, Intellectual disability, Irregular hyperpigmentation, Leukopenia, Microcephaly, Patent ductus arteriosus, Pyridoxine-responsive sideroblastic anemia, Scoliosis, Short palpebral fissure, Short stature, Thrombocytopenia
BOC	BOC	1.81252E+00	0	Cell surface receptor	BrainSpLMD|91653;Eurexp|euxassay_005272|intermediate grey horn, mantle layer, marginal layer, mesenchyme, trachea, ventricular layer;BrainSpMouseDev|78669	OMIM|608708
PPAP2B	PPAP2B	1.80232E+00	0			
ETV5	ETV5	1.79915E+00	0	Transcription regulatory protein	BrainSpLMD|2119;Eurexp|euxassay_000518|calyces, cranium, incisor, lung, otic capsule, submandibular gland primordium, testis, turbinate bones, ventricular layer;BrainSpMouseDev|68321	OMIM|601600;COSMIC||prostate
TPM2	TPM2	1.78592E+00	5.34E-14	Cytoskeletal protein	BrainSpLMD|7169	OMIM|190990;HPO|7169|Abnormality of the ear, Abnormality of the hip bone, Absent phalangeal crease, Adducted thumb, Aplasia/Hypoplasia of the radius, Arthrogryposis multiplex congenita, Autosomal dominant inheritance, Autosomal recessive inheritance, Bilateral single transverse palmar creases, Bulbar palsy, Calcaneovalgus deformity, Camptodactyly, Camptodactyly of finger, Centrally nucleated skeletal muscle fibers, Childhood onset, Congenital onset, Decreased fetal movement, Difficulty walking, Dilated cardiomyopathy, Distal arthrogryposis, Downslanted palpebral fissures, Dysphagia, Elbow flexion contracture, Facial diplegia, Facial palsy, Failure to thrive, Feeding difficulties, Feeding difficulties in infancy, Flexion contracture, Generalized hypotonia, Generalized muscle weakness, Gowers sign, Heterogeneous, High palate, Hyporeflexia, Joint stiffness, Kyphoscoliosis, Limb muscle weakness, Long face, Long philtrum, Lumbar hyperlordosis, Mandibular prognathia, Metatarsus adductus, Micrognathia, Motor delay, Muscular hypotonia, Myopathic facies, Myopathy, Narrow face, Narrow mouth, Neck muscle weakness, Nemaline bodies, Neonatal hypotonia, Overlapping fingers, Pectus excavatum, Prominent nasolabial fold, Protruding ear, Proximal muscle weakness, Ptosis, Recurrent respiratory infections, Reduced tendon reflexes, Reduced vital capacity, Respiratory insufficiency, Respiratory insufficiency due to muscle weakness, Rocker bottom foot, Round ear, Scapular winging, Scoliosis, Short neck, Short stature, Skeletal muscle atrophy, Talipes, Talipes equinovarus, Tarsal synostosis, Triangular face, Type 1 fibers relatively smaller than type 2 fibers, Type 1 muscle fiber predominance, Ulnar deviation of finger, Ulnar deviation of the hand or of fingers of the hand, Ulnar deviation of the wrist, Variable expressivity, Vertebral segmentation defect, Waddling gait, Weak cry, Webbed neck, Wide nasal bridge
LINC00943	LINC00943	1.77661E+00	0			
TFAP2C	TFAP2C	1.76624E+00	0	Transcription factor	BrainSpLMD|7022;BrainSpMouseDev|21181	OMIM|601602
LTBP1	LTBP1	1.76401E+00	0	Extracellular matrix protein	BrainSpLMD|4052	OMIM|150390
PREX2	PREX2	1.76273E+00	0	Guanine nucleotide exchange factor	BrainSpLMD|80243	OMIM|612139;COSMIC||melanoma, pancreatic ductal adenocarcinoma
ADHFE1	ADHFE1	1.76272E+00	5.55E-15	Enzyme: Dehydrogenase	BrainSpLMD|137872;Eurexp|euxassay_018617|basisphenoid bone, calyces, exoccipital bone, meninges, nucleus pulposus, orbito-sphenoid, otic capsule, pectoral girdle and thoracic body wall, rib, skeletal muscle, supraoccipital cartilage condensation, turbinate, turbinate bones, ventral grey horn, ventricular layer	OMIM|611083
SCARA3	SCARA3	1.75878E+00	2.22E-16	Unclassified;ATPase	BrainSpLMD|51435;Eurexp|euxassay_004188|body-wall mesenchyme, clavicle, cochlea, head mesenchyme, mandible, maxilla, skeleton;BrainSpMouseDev|85488	OMIM|602728
LIG1	LIG1	1.75631E+00	7.33E-15	DNA ligase	BrainSpLMD|3978;Eurexp|euxassay_018504|marginal layer, thymus primordium, ventricular layer	OMIM|126391
LIFR	LIFR	1.74525E+00	0	Cytokine receptor	BrainSpLMD|3977;Eurexp|euxassay_010649|axial muscle, dorsal root ganglion, extrinsic ocular muscle, facial VII, glossopharyngeal IX, mandible, mantle layer, maxilla, orbito-sphenoid, thymus primordium, thyroid, tongue, trigeminal V, vagus X, ventral grey horn, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|16651	OMIM|151443;COSMIC||salivary adenoma;HPO|3977|Abnormal metaphyseal trabeculation, Abnormality of dental enamel, Abnormality of vision, Absent patellar reflexes, Adducted thumb, Apnea, Asthma, Autosomal recessive inheritance, Blotching pigmentation of the skin, Broad ischia, Camptodactyly of finger, Contracture of the proximal interphalangeal joint of the 5th finger, Dysautonomia, Dysphagia, Elbow flexion contracture, Enlarged joints, Episodic fever, Feeding difficulties, Feeding difficulties in infancy, Femoral bowing, Flared metaphysis, Flexion contracture of toe, Frontal bossing, Generalized hypotonia, Genu valgum, Hoarse voice, Hyperhidrosis, Hypohidrosis, Hypoplastic iliac body, Impaired pain sensation, Intrauterine growth retardation, Knee flexion contracture, Lacrimation abnormality, Low-set ears, Malar flattening, Metaphyseal rarefaction, Metaphyseal widening, Micrognathia, Micromelia, Midface retrusion, Myotonia, Nasal speech, Oligohydramnios, Opacification of the corneal stroma, Osteopenia, Osteoporosis, Paresthesia, Pathologic fracture, Pulmonary arterial hypertension, Pulmonary arterial medial hypertrophy, Pulmonary hypoplasia, Pursed lips, Recurrent fractures, Respiratory distress, Respiratory insufficiency, Scoliosis, Short neck, Short nose, Short palpebral fissure, Short phalanx of finger, Short stature, Short tibia, Single transverse palmar crease, Skeletal dysplasia, Smooth tongue, Square face, Talipes, Talipes equinovarus, Talipes valgus, Thickened cortex of long bones, Thin ribs, Thin skin, Tibial bowing, Trismus, Ulnar deviation of finger, Wide nasal base
SALL3	SALL3	1.74392E+00	0	DNA binding protein	BrainSpLMD|27164;Eurexp|euxassay_010911|cochlea, glomeruli, inner ear, lip, mantle layer, medulla oblongata, palatal shelf, penis, utricle, valve, ventricular layer;BrainSpMouseDev|20451	OMIM|605079
ARHGEF6	ARHGEF6	1.74319E+00	1.71E-13	Guanine nucleotide exchange factor	BrainSpLMD|9459	OMIM|300267;HPO|9459|Intellectual disability, X-linked recessive inheritance
ITGA2	ITGA2	1.74004E+00	0	Cell surface receptor	BrainSpLMD|3673;Eurexp|euxassay_009582|medulla	OMIM|192974;HPO|3673|Autosomal dominant inheritance, Bruising susceptibility, Congenital onset, Thrombocytopenia
GLI2	GLI2	1.73786E+00	0	Transcription factor	BrainSpLMD|2736;Eurexp|euxassay_008920|marginal layer, ventricular layer;BrainSpMouseDev|14409	OMIM|165230;HPO|2736|Abnormal cortical gyration, Abnormal prolactin level, Abnormality of secondary sexual hair, Agenesis of incisor, Amenorrhea, Anophthalmia, Anterior pituitary agenesis, Anterior pituitary hypoplasia, Aplasia/Hypoplasia of the breasts, Autosomal dominant inheritance, Bilateral cleft lip and palate, Cryptorchidism, Decreased circulating ACTH level, Decreased testicular size, Dental malocclusion, Depressed nasal bridge, Depressed nasal ridge, Ectopic posterior pituitary, Fatigue, Global developmental delay, Growth hormone deficiency, Holoprosencephaly, Hydrocephalus, Hypoglycemia, Hypogonadotrophic hypogonadism, Hypopituitarism, Hypoplasia of the maxilla, Hypoplasia of the premaxilla, Hypotelorism, Hypotension, Incomplete penetrance, Infertility, Macrotia, Malar flattening, Microcephaly, Micropenis, Microphthalmia, Midface retrusion, Optic nerve hypoplasia, Osteopenia, Panhypopituitarism, Partial agenesis of the corpus callosum, Pituitary hypothyroidism, Postaxial hand polydactyly, Prominent antihelix, Seizures, Short hard palate, Short philtrum, Short stature, Single median maxillary incisor, Single naris, Sporadic, Underdeveloped tragus, Variable expressivity
CENPM	CENPM	1.73130E+00	0	Unclassified	BrainSpLMD|79019	OMIM|610152
BRCA1	BRCA1	1.72870E+00	0	Transcription regulatory protein	BrainSpLMD|672;Eurexp|euxassay_019531|incisor, liver, lung, marginal layer, metanephros, molar, olfactory, pancreas, submandibular gland primordium, testis, thymus primordium, thyroid, ventricular layer, vibrissa, vomeronasal organ;BrainSpMouseDev|11975	OMIM|113705;COSMIC||ovarian, breast, ovarian;HPO|672|Abdominal distention, Abdominal pain, Abnormality of the fallopian tube, Autosomal dominant inheritance, Breast carcinoma, Constipation, Heterogeneous, Nausea and vomiting, Neoplasm, Ovarian neoplasm, Peritonitis, Primary peritoneal carcinoma
SLCO1C1	SLCO1C1	1.72012E+00	0	Membrane transport protein	BrainSpLMD|53919;Eurexp|euxassay_007061|4th ventricle, choroid plexus, forebrain, hindbrain, meninges, midbrain, spinal cord, ventricular layer	OMIM|613389
DNMBP	DNMBP	1.70553E+00	4.62E-12	Guanine nucleotide exchange factor	BrainSpLMD|23268;Eurexp|euxassay_016234|lens	OMIM|611282
PHF19	PHF19	1.70519E+00	4.85E-12	Transcription regulatory protein	BrainSpLMD|26147;Eurexp|euxassay_004365|cortex, ventricular layer;BrainSpMouseDev|49857	OMIM|609740
F3	F3	1.70036E+00	0	Coagulation factor	BrainSpLMD|2152;Eurexp|euxassay_009157|axial muscle, calyces, epithelium, larynx, left lung, midgut, olfactory, oral epithelium, pelvis, pharyngo-tympanic tube, pyloric region, rectum, right lung, ventricular layer, vibrissa	OMIM|134390
CTNNAL1	CTNNAL1	1.69980E+00	2.91E-10	Unclassified	BrainSpLMD|8727	OMIM|604785
CA12	CA12	1.69587E+00	0	Enzyme: Carbonic anhydrase	BrainSpLMD|771;Eurexp|euxassay_018906|choroid plexus, clavicle, epithelium, incisor, molar, nasal septum, olfactory, oral epithelium, submandibular gland primordium, vibrissa	OMIM|603263;HPO|771|Autosomal dominant inheritance, Autosomal recessive inheritance, Dehydration, Failure to thrive, Feeding difficulties, Hyperkalemia, Hyponatremia, Infantile onset
NOG	NOG	1.69109E+00	0	Secreted polypeptide	BrainSpLMD|9241;Eurexp|euxassay_009618|axial skeleton, mandible, mantle layer, nasal septum, otic capsule, phalanx, rib, sternum, thyroid, turbinate bones, ventral grey horn;BrainSpMouseDev|17888	OMIM|602991;HPO|9241|2-3 toe syndactyly, Abnormal vertebral morphology, Abnormality of the ankles, Absent distal interphalangeal creases, Absent distal phalanges, Absent fingernail, Absent phalangeal crease, Anonychia, Aplasia/Hypoplasia of the distal phalanges of the hand, Aplasia/Hypoplasia of the distal phalanges of the toes, Aplasia/Hypoplasia of the middle phalanges of the hand, Aplasia/Hypoplasia of the middle phalanges of the toes, Aplasia/Hypoplasia of the nails, Aplastic/hypoplastic toenail, Autosomal dominant inheritance, Brachydactyly, Broad hallux, Broad thumb, Camptodactyly of finger, Carpal synostosis, Clinodactyly, Conductive hearing impairment, Congenital stapes ankylosis, Cubitus valgus, Cutaneous finger syndactyly, Cutaneous syndactyly of toes, Dislocated radial head, Elbow ankylosis, Elbow dislocation, Enlargement of the costochondral junction, Finger syndactyly, Fusion of midphalangeal joints, Hypermetropia, Hypoplastic nasal septum, Hypoplastic spinal processes, Long nose, Low hanging columella, Lower limb undergrowth, Metacarpophalangeal synostosis, Narrow face, Pectus excavatum, Progressive conductive hearing impairment, Progressive fusion 2nd-5th pip joints, Proximal placement of thumb, Proximal symphalangism, Proximal symphalangism of hands, Proximal/middle symphalangism of 5th finger, Radial deviation of finger, Sensorineural hearing impairment, Short 1st metacarpal, Short 5th metacarpal, Short distal phalanx of finger, Short distal phalanx of toe, Short finger, Short foot, Short hallux, Short humerus, Short lower limbs, Short philtrum, Short stature, Short sternum, Single transverse palmar crease, Spinal canal stenosis, Stapes ankylosis, Strabismus, Symphalangism affecting the phalanges of the hand, Synostosis of carpal bones, Tarsal synostosis, Thick upper lip vermilion, Thin upper lip vermilion, Toe syndactyly, Type B brachydactyly, Underdeveloped nasal alae, Waddling gait
PARD3B	PARD3B	1.68848E+00	1.89E-15	Unclassified	BrainSpLMD|117583;Eurexp|euxassay_009412|olfactory, ventricular layer, vomeronasal organ	SFARI||Autism, 3 - Suggestive evidence
LRRC3B	LRRC3B	1.67535E+00	0	Unclassified	BrainSpLMD|116135	
